label	category	correction
1	Correct	Lorenzo balla la rumba.
1	Correct	La siesta è una dormita.
1	Correct	Francesco nuota a rana.
1	Correct	La spugna pulisce.
0	Morphology	Tutti bevono il tè amaro.
1	Correct	I lavori fatti hanno reso più larga la piazza.
1	Correct	Tommaso afferra il gatto.
1	Correct	Alessandro riflette sul gatto.
1	Correct	Andrea discute la validità delle affermazioni di Maria.
1	Correct	Riccardo fotografa Alice.
1	Correct	Tommaso legge il giornale in salotto.
1	Correct	Gabriele ha visto una casa di mattoni rossi.
1	Correct	Tommaso ha visto una casa.
1	Correct	I libri vecchi stanno nella cassa.
1	Correct	Un libro passa da Beatrice a Francesco.
0	Syntax	Non c'è sempre una concordanza tra i fatti e le parole di Maria.
1	Correct	Maria mette il libro nella borsa.
1	Correct	Lorenzo stacca la foto dall'album.
1	Correct	Emma ha ritrovato l'anello nel cassetto.
1	Correct	Il meccanismo di funzionamento del rotore alloggia se stesso in quell'involucro.
1	Correct	Quella scatola conserva le foto di Alessandro ed Edoardo.
1	Correct	E ciò è avvenuto al bar.
1	Correct	Paola ha estratto la pistola e ciò ha avuto luogo dalla borsa.
1	Correct	Il libro non sta nella cartella.
1	Correct	La commessa avvolge la carta da regalo intorno alla bottiglia.
1	Correct	È dal marciapiede alla porta di casa che Beatrice ha piantato dei paletti.
0	Syntax	Maria seppellisce il padre sotto un albero.
1	Correct	La polizia sgombera la piazza dei dimostranti.
1	Correct	L'architetto ha decorato la facciata di fregi in marmo.
1	Correct	Andrea uccise Edoardo con un sol colpo di coltello.
1	Correct	I bagagli non stanno nell'auto.
0	Syntax	I libri sono nella stanza.
1	Correct	I vestiti vecchi stanno nell'armadio.
1	Correct	I vestiti vecchi non stanno nell'armadio.
1	Correct	Andrea profuma la stanza di aromi di pino.
1	Correct	La frase è già corretta.
0	Syntax	Maria fa l'innaffiatura delle piante con acqua contenente disinfestanti.
1	Correct	Il radar ha localizzato l'aereo.
1	Correct	Alessandro difende Beatrice dai pericoli.
